attempt_count,same_password_count,recent_attempts,country,service,risk_level,attack_type
2,1,1,United Kingdom,admin_panel,Low,Normal
42,3,39,India,admin_panel,High,Bot Attack
1,0,0,France,web_login,Low,Normal
52,5,22,Russia,admin_panel,High,Bot Attack
3,0,3,Brazil,web_login,Low,Normal
25,4,25,Germany,admin_panel,High,Bot Attack
29,10,22,Australia,web_login,High,Brute Force
2,2,1,Brazil,web_login,Low,Normal
59,4,37,China,web_login,High,Bot Attack
28,10,15,Brazil,web_login,High,Brute Force
27,10,11,France,admin_panel,High,Brute Force
39,6,22,Brazil,admin_panel,High,Bot Attack
59,7,26,Australia,admin_panel,High,Bot Attack
55,8,40,United Kingdom,admin_panel,High,Bot Attack
1,2,3,Brazil,web_login,Low,Normal
11,13,6,United Kingdom,admin_panel,High,Credential Stuffing
13,7,23,Brazil,web_login,High,Brute Force
22,6,35,Brazil,web_login,High,Bot Attack
2,1,1,India,web_login,Low,Normal
13,11,3,Russia,admin_panel,High,Credential Stuffing
19,8,29,China,web_login,High,Brute Force
23,3,31,China,web_login,High,Bot Attack
24,5,22,Australia,web_login,High,Brute Force
14,20,7,Russia,web_login,High,Credential Stuffing
27,6,19,China,admin_panel,High,Bot Attack
14,19,7,United Kingdom,admin_panel,High,Credential Stuffing
24,3,35,United Kingdom,admin_panel,High,Bot Attack
32,8,29,United States,web_login,High,Bot Attack
3,2,0,France,web_login,Low,Normal
22,7,13,China,web_login,High,Brute Force
5,19,8,Canada,web_login,High,Credential Stuffing
47,8,38,United Kingdom,admin_panel,High,Bot Attack
12,8,6,Australia,admin_panel,High,Credential Stuffing
51,6,32,United Kingdom,admin_panel,High,Bot Attack
6,10,4,Canada,web_login,High,Credential Stuffing
1,2,3,Canada,web_login,Low,Normal
2,2,0,United Kingdom,web_login,Low,Normal
1,1,1,Russia,admin_panel,Low,Normal
2,0,1,Russia,web_login,Low,Normal
1,0,0,Russia,web_login,Low,Normal
23,6,15,Canada,web_login,High,Brute Force
3,0,1,Canada,web_login,Low,Normal
52,8,24,United States,web_login,High,Bot Attack
6,9,8,China,admin_panel,High,Credential Stuffing
22,10,10,Germany,admin_panel,High,Brute Force
11,17,5,Canada,admin_panel,High,Credential Stuffing
10,12,20,United States,web_login,High,Brute Force
20,4,38,France,web_login,High,Bot Attack
2,0,1,China,web_login,Low,Normal
6,12,3,Brazil,admin_panel,High,Credential Stuffing
18,5,13,Australia,web_login,High,Brute Force
18,6,14,Russia,admin_panel,High,Brute Force
8,12,6,Canada,web_login,High,Credential Stuffing
19,6,15,Russia,web_login,High,Brute Force
31,3,35,India,admin_panel,High,Bot Attack
11,7,15,Brazil,admin_panel,High,Brute Force
22,12,28,India,web_login,High,Brute Force
41,6,38,Brazil,web_login,High,Bot Attack
6,15,6,United States,admin_panel,High,Credential Stuffing
2,1,0,France,web_login,Low,Normal
38,3,34,United Kingdom,admin_panel,High,Bot Attack
2,0,0,United Kingdom,web_login,Low,Normal
44,8,24,Australia,web_login,High,Bot Attack
50,8,29,United States,admin_panel,High,Bot Attack
15,12,18,United Kingdom,web_login,High,Brute Force
30,8,12,United Kingdom,admin_panel,High,Brute Force
12,7,15,Brazil,admin_panel,High,Brute Force
1,2,0,France,admin_panel,Low,Normal
38,3,36,Australia,admin_panel,High,Bot Attack
45,5,17,China,web_login,High,Bot Attack
45,6,22,Canada,web_login,High,Bot Attack
32,5,17,India,web_login,High,Bot Attack
16,8,28,India,web_login,High,Brute Force
10,12,24,Australia,admin_panel,High,Brute Force
7,16,5,United States,admin_panel,High,Credential Stuffing
1,1,3,United Kingdom,web_login,Low,Normal
33,5,28,United States,admin_panel,High,Bot Attack
10,14,7,Canada,admin_panel,High,Credential Stuffing
5,12,7,India,admin_panel,High,Credential Stuffing
56,8,19,Russia,web_login,High,Bot Attack
20,4,31,China,admin_panel,High,Bot Attack
1,1,2,Brazil,web_login,Low,Normal
33,3,19,India,web_login,High,Bot Attack
44,8,28,India,admin_panel,High,Bot Attack
13,20,7,United Kingdom,admin_panel,High,Credential Stuffing
11,19,4,India,web_login,High,Credential Stuffing
52,7,17,France,web_login,High,Bot Attack
1,1,1,China,admin_panel,Low,Normal
26,5,34,Germany,admin_panel,High,Bot Attack
3,2,3,China,admin_panel,Low,Normal
14,13,2,United States,web_login,High,Credential Stuffing
17,9,30,United States,admin_panel,High,Brute Force
11,8,8,Canada,web_login,High,Credential Stuffing
3,1,1,France,web_login,Low,Normal
47,7,35,China,admin_panel,High,Bot Attack
58,8,32,Russia,web_login,High,Bot Attack
5,12,2,India,admin_panel,High,Credential Stuffing
15,9,3,India,web_login,High,Credential Stuffing
38,7,16,Brazil,admin_panel,High,Bot Attack
7,9,2,Germany,web_login,High,Credential Stuffing
14,19,6,Brazil,web_login,High,Credential Stuffing
32,6,27,China,web_login,High,Bot Attack
9,10,4,Russia,admin_panel,High,Credential Stuffing
26,9,19,Brazil,admin_panel,High,Brute Force
26,3,33,Canada,admin_panel,High,Bot Attack
1,2,2,United States,admin_panel,Low,Normal
12,19,6,China,admin_panel,High,Credential Stuffing
37,10,10,United Kingdom,web_login,High,Brute Force
1,1,2,United Kingdom,web_login,Low,Normal
2,0,0,United Kingdom,web_login,Low,Normal
39,7,23,Germany,admin_panel,High,Brute Force
5,15,3,India,web_login,High,Credential Stuffing
2,1,3,India,web_login,Low,Normal
1,0,2,Canada,web_login,Low,Normal
23,5,13,United Kingdom,admin_panel,High,Brute Force
6,17,5,Brazil,web_login,High,Credential Stuffing
11,17,3,France,admin_panel,High,Credential Stuffing
8,10,5,Russia,web_login,High,Credential Stuffing
45,4,25,Germany,admin_panel,High,Bot Attack
12,5,22,Germany,web_login,High,Brute Force
11,12,16,China,admin_panel,High,Brute Force
11,19,4,Russia,admin_panel,High,Credential Stuffing
39,11,16,Russia,admin_panel,High,Brute Force
29,11,15,United States,admin_panel,High,Brute Force
25,6,22,India,admin_panel,High,Bot Attack
15,14,8,Germany,admin_panel,High,Credential Stuffing
47,8,35,Russia,admin_panel,High,Bot Attack
54,7,28,China,admin_panel,High,Bot Attack
25,3,18,Russia,admin_panel,High,Bot Attack
20,8,11,Canada,admin_panel,High,Brute Force
10,10,4,Germany,admin_panel,High,Credential Stuffing
31,3,34,India,admin_panel,High,Bot Attack
44,5,38,United States,admin_panel,High,Bot Attack
2,1,0,Canada,web_login,Low,Normal
22,5,19,United Kingdom,web_login,High,Bot Attack
31,6,36,United Kingdom,web_login,High,Bot Attack
22,9,11,Germany,admin_panel,High,Brute Force
1,2,1,Russia,admin_panel,Low,Normal
55,4,29,Brazil,web_login,High,Bot Attack
39,7,26,Russia,admin_panel,High,Brute Force
34,5,24,China,admin_panel,High,Brute Force
1,2,0,Brazil,web_login,Low,Normal
57,5,16,Germany,web_login,High,Bot Attack
2,1,3,Canada,web_login,Low,Normal
14,12,12,China,web_login,High,Brute Force
58,4,33,France,web_login,High,Bot Attack
3,2,3,Russia,admin_panel,Low,Normal
2,2,3,India,web_login,Low,Normal
35,9,23,Canada,web_login,High,Brute Force
20,8,21,Russia,admin_panel,High,Bot Attack
36,8,29,India,admin_panel,High,Brute Force
21,8,20,India,admin_panel,High,Bot Attack
21,5,36,Russia,web_login,High,Bot Attack
20,6,18,India,admin_panel,High,Brute Force
24,8,33,Brazil,admin_panel,High,Bot Attack
29,8,26,United Kingdom,web_login,High,Brute Force
3,1,0,Australia,web_login,Low,Normal
3,1,2,Germany,admin_panel,Low,Normal
2,1,2,United States,admin_panel,Low,Normal
12,17,4,Germany,web_login,High,Credential Stuffing
45,6,26,United States,web_login,High,Bot Attack
12,14,3,Australia,admin_panel,High,Credential Stuffing
6,19,8,India,web_login,High,Credential Stuffing
3,0,1,India,admin_panel,Low,Normal
25,11,23,Germany,web_login,High,Brute Force
2,2,1,United States,admin_panel,Low,Normal
37,9,25,United States,admin_panel,High,Brute Force
25,7,21,Russia,admin_panel,High,Brute Force
9,19,6,France,web_login,High,Credential Stuffing
3,2,0,France,admin_panel,Low,Normal
30,5,13,Russia,web_login,High,Brute Force
3,2,3,Russia,web_login,Low,Normal
1,0,1,Canada,web_login,Low,Normal
10,20,4,United Kingdom,admin_panel,High,Credential Stuffing
12,12,8,Brazil,admin_panel,High,Credential Stuffing
1,0,1,India,admin_panel,Low,Normal
31,7,25,Canada,web_login,High,Brute Force
9,20,6,United States,web_login,High,Credential Stuffing
36,7,27,Canada,web_login,High,Brute Force
2,1,1,Canada,admin_panel,Low,Normal
2,0,2,France,admin_panel,Low,Normal
10,11,7,Russia,web_login,High,Credential Stuffing
44,3,34,Australia,admin_panel,High,Bot Attack
3,0,1,Brazil,web_login,Low,Normal
10,17,8,Russia,admin_panel,High,Credential Stuffing
13,12,28,Russia,web_login,High,Brute Force
9,17,2,Australia,admin_panel,High,Credential Stuffing
25,12,15,United Kingdom,web_login,High,Brute Force
1,2,0,United Kingdom,web_login,Low,Normal
58,3,20,India,admin_panel,High,Bot Attack
18,11,26,Brazil,web_login,High,Brute Force
28,9,22,China,web_login,High,Brute Force
13,10,27,Russia,admin_panel,High,Brute Force
37,7,12,France,admin_panel,High,Brute Force
11,17,7,Germany,web_login,High,Credential Stuffing
23,5,12,Australia,admin_panel,High,Brute Force
2,2,0,India,web_login,Low,Normal
11,12,6,China,web_login,High,Credential Stuffing
36,4,24,Australia,admin_panel,High,Bot Attack
19,7,15,United Kingdom,web_login,High,Brute Force
25,5,30,United Kingdom,admin_panel,High,Brute Force
60,4,25,Australia,admin_panel,High,Bot Attack
38,6,28,India,admin_panel,High,Brute Force
24,7,17,Australia,web_login,High,Brute Force
1,2,2,Brazil,web_login,Low,Normal
16,11,27,United Kingdom,web_login,High,Brute Force
5,17,7,Australia,admin_panel,High,Credential Stuffing
30,5,19,Canada,web_login,High,Brute Force
26,3,37,United States,admin_panel,High,Bot Attack
34,6,27,Brazil,admin_panel,High,Bot Attack
3,0,1,Canada,web_login,Low,Normal
31,5,33,India,web_login,High,Bot Attack
52,5,19,Brazil,admin_panel,High,Bot Attack
1,1,0,United Kingdom,admin_panel,Low,Normal
11,8,27,Australia,admin_panel,High,Brute Force
32,7,22,Brazil,web_login,High,Brute Force
5,10,6,China,web_login,High,Credential Stuffing
13,11,2,Brazil,web_login,High,Credential Stuffing
33,6,24,Brazil,admin_panel,High,Bot Attack
28,8,22,France,admin_panel,High,Brute Force
2,1,3,Canada,web_login,Low,Normal
21,10,11,Brazil,admin_panel,High,Brute Force
2,2,3,Germany,web_login,Low,Normal
15,11,21,United States,web_login,High,Brute Force
6,17,4,Germany,admin_panel,High,Credential Stuffing
1,1,3,Australia,admin_panel,Low,Normal
1,2,3,United States,admin_panel,Low,Normal
6,16,7,Russia,admin_panel,High,Credential Stuffing
25,5,22,Russia,web_login,High,Brute Force
39,5,27,France,web_login,High,Brute Force
11,12,3,France,web_login,High,Credential Stuffing
7,13,2,United States,web_login,High,Credential Stuffing
40,4,27,Australia,admin_panel,High,Bot Attack
52,6,32,Russia,admin_panel,High,Bot Attack
2,2,1,United States,web_login,Low,Normal
12,5,24,China,admin_panel,High,Brute Force
49,6,23,United Kingdom,admin_panel,High,Bot Attack
13,11,8,Brazil,admin_panel,High,Credential Stuffing
15,20,5,India,web_login,High,Credential Stuffing
30,7,24,China,admin_panel,High,Bot Attack
21,4,31,Canada,web_login,High,Bot Attack
3,0,2,Canada,admin_panel,Low,Normal
22,8,17,India,admin_panel,High,Brute Force
38,10,22,United Kingdom,web_login,High,Brute Force
6,14,6,Canada,web_login,High,Credential Stuffing
3,2,1,Brazil,web_login,Low,Normal
2,1,1,Canada,web_login,Low,Normal
3,0,3,Australia,admin_panel,Low,Normal
15,8,2,France,admin_panel,High,Credential Stuffing
38,5,28,Australia,web_login,High,Brute Force
1,2,1,China,admin_panel,Low,Normal
36,6,38,France,web_login,High,Bot Attack
13,11,2,Germany,web_login,High,Credential Stuffing
9,11,7,India,web_login,High,Credential Stuffing
5,14,3,Australia,admin_panel,High,Credential Stuffing
5,15,4,Canada,admin_panel,High,Credential Stuffing
38,7,12,Russia,web_login,High,Brute Force
5,17,3,Brazil,web_login,High,Credential Stuffing
37,11,28,Germany,web_login,High,Brute Force
7,14,5,Brazil,web_login,High,Credential Stuffing
15,18,6,Brazil,admin_panel,High,Credential Stuffing
2,1,2,France,admin_panel,Low,Normal
9,16,4,India,web_login,High,Credential Stuffing
2,1,2,United Kingdom,web_login,Low,Normal
22,5,16,United Kingdom,admin_panel,High,Brute Force
54,7,31,China,web_login,High,Bot Attack
49,3,26,United States,admin_panel,High,Bot Attack
19,7,14,United Kingdom,admin_panel,High,Brute Force
21,6,38,Russia,web_login,High,Bot Attack
19,7,28,Brazil,web_login,High,Brute Force
2,1,2,China,admin_panel,Low,Normal
11,19,6,Germany,admin_panel,High,Credential Stuffing
33,10,28,China,web_login,High,Brute Force
34,7,23,United States,admin_panel,High,Brute Force
20,7,23,China,admin_panel,High,Bot Attack
30,9,24,United States,web_login,High,Brute Force
55,6,33,United States,admin_panel,High,Bot Attack
21,7,26,United Kingdom,web_login,High,Brute Force
57,5,15,Germany,web_login,High,Bot Attack
3,1,1,India,admin_panel,Low,Normal
32,5,31,China,web_login,High,Bot Attack
1,0,0,Brazil,admin_panel,Low,Normal
1,0,2,United States,admin_panel,Low,Normal
3,2,2,Australia,web_login,Low,Normal
3,0,3,United States,admin_panel,Low,Normal
11,13,4,Australia,admin_panel,High,Credential Stuffing
22,7,24,Germany,web_login,High,Brute Force
1,1,0,Canada,web_login,Low,Normal
13,7,25,Russia,web_login,High,Brute Force
13,12,2,Brazil,web_login,High,Credential Stuffing
22,5,20,Brazil,admin_panel,High,Bot Attack
34,11,27,Australia,web_login,High,Brute Force
27,8,19,United Kingdom,web_login,High,Brute Force
2,2,3,India,admin_panel,Low,Normal
6,20,2,Canada,web_login,High,Credential Stuffing
23,7,29,United Kingdom,admin_panel,High,Bot Attack
21,5,27,Brazil,admin_panel,High,Brute Force
10,15,5,Australia,web_login,High,Credential Stuffing
2,0,1,India,admin_panel,Low,Normal
38,6,16,China,admin_panel,High,Brute Force
1,0,0,Russia,admin_panel,Low,Normal
2,0,0,France,admin_panel,Low,Normal
33,11,22,India,web_login,High,Brute Force
38,6,39,Russia,web_login,High,Bot Attack
33,5,38,Canada,admin_panel,High,Bot Attack
12,18,5,Germany,admin_panel,High,Credential Stuffing
10,19,3,Russia,admin_panel,High,Credential Stuffing
1,1,2,United States,web_login,Low,Normal
16,10,11,Australia,web_login,High,Brute Force
1,1,1,Canada,web_login,Low,Normal
27,7,28,United States,web_login,High,Brute Force
21,6,18,China,web_login,High,Brute Force
40,7,23,Canada,web_login,High,Brute Force
54,6,38,Canada,web_login,High,Bot Attack
3,0,3,Russia,web_login,Low,Normal
9,15,7,Canada,admin_panel,High,Credential Stuffing
22,6,24,India,web_login,High,Brute Force
1,0,2,Canada,web_login,Low,Normal
24,5,38,India,web_login,High,Bot Attack
14,11,3,United Kingdom,admin_panel,High,Credential Stuffing
28,5,38,Australia,admin_panel,High,Bot Attack
60,7,28,Australia,web_login,High,Bot Attack
2,2,1,Australia,admin_panel,Low,Normal
6,16,8,Russia,web_login,High,Credential Stuffing
33,7,26,France,web_login,High,Bot Attack
12,8,24,India,web_login,High,Brute Force
44,5,40,Brazil,web_login,High,Bot Attack
35,5,35,China,admin_panel,High,Bot Attack
24,7,21,United States,admin_panel,High,Brute Force
36,9,27,India,admin_panel,High,Brute Force
7,15,2,France,web_login,High,Credential Stuffing
11,5,18,India,web_login,High,Brute Force
2,2,0,Australia,web_login,Low,Normal
24,3,15,France,admin_panel,High,Bot Attack
32,11,30,United States,admin_panel,High,Brute Force
33,7,39,United Kingdom,admin_panel,High,Bot Attack
19,7,15,India,web_login,High,Brute Force
35,5,18,Germany,admin_panel,High,Bot Attack
10,15,7,Brazil,admin_panel,High,Credential Stuffing
35,10,19,Australia,admin_panel,High,Brute Force
3,0,2,Germany,web_login,Low,Normal
47,7,16,United States,admin_panel,High,Bot Attack
3,0,0,United States,admin_panel,Low,Normal
3,0,3,Brazil,web_login,Low,Normal
9,15,5,United Kingdom,web_login,High,Credential Stuffing
14,19,3,Russia,admin_panel,High,Credential Stuffing
35,6,28,Germany,admin_panel,High,Brute Force
40,5,27,Russia,web_login,High,Brute Force
36,12,16,Australia,admin_panel,High,Brute Force
15,12,4,United Kingdom,admin_panel,High,Credential Stuffing
11,17,7,Australia,web_login,High,Credential Stuffing
3,1,0,India,web_login,Low,Normal
33,12,10,United Kingdom,admin_panel,High,Brute Force
39,7,16,Germany,web_login,High,Brute Force
41,6,23,India,admin_panel,High,Bot Attack
20,5,15,United States,web_login,High,Brute Force
1,0,2,China,web_login,Low,Normal
26,8,15,Brazil,admin_panel,High,Bot Attack
55,8,18,Brazil,admin_panel,High,Bot Attack
3,0,2,Australia,admin_panel,Low,Normal
22,8,24,China,web_login,High,Brute Force
3,2,1,France,admin_panel,Low,Normal
22,12,14,China,admin_panel,High,Brute Force
3,0,0,Canada,web_login,Low,Normal
21,3,31,Australia,admin_panel,High,Bot Attack
31,9,18,Canada,web_login,High,Brute Force
27,11,16,France,admin_panel,High,Brute Force
33,8,35,Canada,web_login,High,Bot Attack
34,6,25,China,admin_panel,High,Bot Attack
21,7,28,Germany,web_login,High,Brute Force
11,8,2,China,web_login,High,Credential Stuffing
2,0,3,France,admin_panel,Low,Normal
40,8,18,United Kingdom,web_login,High,Bot Attack
40,8,15,Brazil,web_login,High,Brute Force
2,1,1,India,web_login,Low,Normal
59,4,20,Brazil,web_login,High,Bot Attack
5,19,5,Canada,admin_panel,High,Credential Stuffing
24,7,36,Germany,admin_panel,High,Bot Attack
11,9,8,Brazil,admin_panel,High,Credential Stuffing
5,10,2,Brazil,admin_panel,High,Credential Stuffing
11,9,16,Germany,admin_panel,High,Brute Force
60,3,17,China,web_login,High,Bot Attack
13,7,15,China,admin_panel,High,Brute Force
37,8,24,United Kingdom,web_login,High,Brute Force
26,8,40,Canada,web_login,High,Bot Attack
47,5,40,Brazil,web_login,High,Bot Attack
39,5,28,Brazil,admin_panel,High,Brute Force
3,1,2,Russia,web_login,Low,Normal
38,5,27,France,admin_panel,High,Bot Attack
2,2,0,India,web_login,Low,Normal
9,9,3,Germany,web_login,High,Credential Stuffing
27,6,31,Canada,admin_panel,High,Bot Attack
2,0,3,France,admin_panel,Low,Normal
27,5,21,France,admin_panel,High,Brute Force
49,3,15,France,web_login,High,Bot Attack
8,11,8,India,admin_panel,High,Credential Stuffing
44,7,23,France,web_login,High,Bot Attack
30,10,27,Russia,admin_panel,High,Brute Force
52,5,33,Canada,admin_panel,High,Bot Attack
51,8,17,Germany,web_login,High,Bot Attack
3,1,3,Germany,admin_panel,Low,Normal
31,12,16,Germany,web_login,High,Brute Force
39,6,16,China,web_login,High,Brute Force
16,8,20,United States,admin_panel,High,Brute Force
20,7,21,France,web_login,High,Bot Attack
33,5,26,France,admin_panel,High,Brute Force
56,6,17,United Kingdom,web_login,High,Bot Attack
9,16,6,China,web_login,High,Credential Stuffing
25,9,15,Brazil,admin_panel,High,Brute Force
3,2,2,Canada,admin_panel,Low,Normal
1,2,1,India,admin_panel,Low,Normal
30,7,10,Australia,web_login,High,Brute Force
36,5,19,Germany,admin_panel,High,Brute Force
44,7,21,Australia,admin_panel,High,Bot Attack
12,9,10,Brazil,web_login,High,Brute Force
2,0,3,United Kingdom,web_login,Low,Normal
1,0,0,Germany,admin_panel,Low,Normal
29,7,21,Brazil,web_login,High,Bot Attack
2,0,2,Canada,admin_panel,Low,Normal
36,3,24,United States,admin_panel,High,Bot Attack
28,12,23,Brazil,web_login,High,Brute Force
8,14,2,Russia,web_login,High,Credential Stuffing
37,12,14,Russia,admin_panel,High,Brute Force
58,4,36,France,web_login,High,Bot Attack
22,10,21,Brazil,admin_panel,High,Brute Force
48,3,35,Canada,admin_panel,High,Bot Attack
3,2,1,Canada,admin_panel,Low,Normal
39,8,35,Australia,admin_panel,High,Bot Attack
35,5,14,Canada,web_login,High,Brute Force
11,10,21,Brazil,admin_panel,High,Brute Force
1,1,3,United States,web_login,Low,Normal
29,5,31,Russia,admin_panel,High,Bot Attack
2,1,2,China,web_login,Low,Normal
55,3,29,China,web_login,High,Bot Attack
26,8,18,India,admin_panel,High,Bot Attack
1,1,0,China,admin_panel,Low,Normal
3,1,2,India,web_login,Low,Normal
22,7,17,United States,web_login,High,Brute Force
11,12,17,Brazil,admin_panel,High,Brute Force
50,8,18,Russia,admin_panel,High,Bot Attack
35,11,29,United Kingdom,admin_panel,High,Brute Force
28,6,20,France,web_login,High,Brute Force
2,1,0,France,admin_panel,Low,Normal
12,13,5,France,web_login,High,Credential Stuffing
43,4,32,United States,web_login,High,Bot Attack
41,8,34,Brazil,web_login,High,Bot Attack
29,7,36,Russia,admin_panel,High,Bot Attack
7,14,5,Australia,web_login,High,Credential Stuffing
7,14,5,Brazil,web_login,High,Credential Stuffing
25,4,22,Germany,web_login,High,Bot Attack
14,11,10,United Kingdom,web_login,High,Brute Force
15,12,5,France,web_login,High,Credential Stuffing
3,0,1,Canada,admin_panel,Low,Normal
19,10,30,United Kingdom,admin_panel,High,Brute Force
57,8,29,Germany,admin_panel,High,Bot Attack
34,9,29,Germany,admin_panel,High,Brute Force
16,5,24,France,admin_panel,High,Brute Force
3,1,1,Australia,admin_panel,Low,Normal
13,12,6,Brazil,web_login,High,Credential Stuffing
12,12,8,Russia,admin_panel,High,Credential Stuffing
15,15,4,Germany,admin_panel,High,Credential Stuffing
35,7,18,China,web_login,High,Brute Force
36,8,35,United States,admin_panel,High,Bot Attack
12,17,7,France,admin_panel,High,Credential Stuffing
8,9,8,Australia,web_login,High,Credential Stuffing
16,5,14,India,web_login,High,Brute Force
2,0,0,China,admin_panel,Low,Normal
60,5,20,Brazil,admin_panel,High,Bot Attack
14,11,7,Canada,admin_panel,High,Credential Stuffing
42,4,22,Australia,web_login,High,Bot Attack
16,5,10,United States,admin_panel,High,Brute Force
1,0,2,United Kingdom,admin_panel,Low,Normal
2,0,1,United Kingdom,admin_panel,Low,Normal
3,2,2,United Kingdom,web_login,Low,Normal
11,17,6,United States,admin_panel,High,Credential Stuffing
2,1,3,Russia,web_login,Low,Normal
12,16,3,United States,admin_panel,High,Credential Stuffing
8,13,2,United States,admin_panel,High,Credential Stuffing
25,5,26,Russia,web_login,High,Bot Attack
26,6,18,Russia,admin_panel,High,Brute Force
7,13,5,Germany,web_login,High,Credential Stuffing
6,10,5,Brazil,web_login,High,Credential Stuffing
1,1,3,India,admin_panel,Low,Normal
12,8,3,Germany,web_login,High,Credential Stuffing
11,8,4,China,web_login,High,Credential Stuffing
40,7,23,India,admin_panel,High,Bot Attack
9,16,7,India,admin_panel,High,Credential Stuffing
2,0,2,Canada,admin_panel,Low,Normal
3,2,1,China,web_login,Low,Normal
57,6,27,India,admin_panel,High,Bot Attack
12,20,5,Germany,web_login,High,Credential Stuffing
23,9,13,China,web_login,High,Brute Force
1,0,1,Brazil,admin_panel,Low,Normal
11,10,19,United Kingdom,web_login,High,Brute Force
3,2,2,China,admin_panel,Low,Normal
2,2,2,Russia,web_login,Low,Normal
14,12,2,United States,web_login,High,Credential Stuffing
17,9,23,France,admin_panel,High,Brute Force
16,7,24,China,web_login,High,Brute Force
16,7,11,Russia,admin_panel,High,Brute Force
29,7,15,India,admin_panel,High,Brute Force
6,8,8,Canada,web_login,High,Credential Stuffing
1,2,3,Germany,web_login,Low,Normal
7,18,4,Russia,web_login,High,Credential Stuffing
14,5,23,United Kingdom,web_login,High,Brute Force
3,1,0,France,admin_panel,Low,Normal
9,14,4,Brazil,web_login,High,Credential Stuffing
9,10,3,France,admin_panel,High,Credential Stuffing
1,1,3,Canada,admin_panel,Low,Normal
10,10,5,France,web_login,High,Credential Stuffing
5,16,4,Russia,admin_panel,High,Credential Stuffing
1,1,2,Germany,admin_panel,Low,Normal
22,12,10,India,admin_panel,High,Brute Force
2,0,1,United States,admin_panel,Low,Normal
44,7,34,United Kingdom,admin_panel,High,Bot Attack
23,7,24,China,web_login,High,Brute Force
10,16,3,Canada,web_login,High,Credential Stuffing
15,8,3,Australia,web_login,High,Credential Stuffing
34,7,31,United Kingdom,web_login,High,Bot Attack
55,6,20,Germany,admin_panel,High,Bot Attack
59,8,21,United States,admin_panel,High,Bot Attack
2,1,3,United States,admin_panel,Low,Normal
18,10,11,Canada,web_login,High,Brute Force
3,1,3,United States,admin_panel,Low,Normal
1,2,1,Australia,admin_panel,Low,Normal
2,1,3,Russia,web_login,Low,Normal
26,6,19,India,admin_panel,High,Brute Force
15,6,11,Canada,web_login,High,Brute Force
2,1,1,India,web_login,Low,Normal
1,1,3,India,web_login,Low,Normal
1,1,3,Australia,web_login,Low,Normal
30,10,13,United States,web_login,High,Brute Force
29,10,12,Australia,web_login,High,Brute Force
24,11,18,United Kingdom,web_login,High,Brute Force
39,4,33,Russia,admin_panel,High,Bot Attack
3,2,3,Canada,web_login,Low,Normal
1,1,0,Australia,web_login,Low,Normal
41,3,15,Germany,admin_panel,High,Bot Attack
36,12,10,Australia,admin_panel,High,Brute Force
1,0,1,France,web_login,Low,Normal
11,20,8,Brazil,web_login,High,Credential Stuffing
7,20,8,India,admin_panel,High,Credential Stuffing
2,0,2,Brazil,admin_panel,Low,Normal
27,5,20,Australia,admin_panel,High,Bot Attack
5,17,4,India,admin_panel,High,Credential Stuffing
12,20,4,India,web_login,High,Credential Stuffing
3,2,2,India,admin_panel,Low,Normal
3,0,1,Germany,admin_panel,Low,Normal
1,0,3,United States,admin_panel,Low,Normal
2,1,2,India,web_login,Low,Normal
3,2,0,Germany,web_login,Low,Normal
59,6,36,India,admin_panel,High,Bot Attack
14,16,5,Brazil,web_login,High,Credential Stuffing
11,12,12,United States,admin_panel,High,Brute Force
3,1,1,France,web_login,Low,Normal
3,2,3,Canada,admin_panel,Low,Normal
1,2,2,France,web_login,Low,Normal
8,10,5,Canada,web_login,High,Credential Stuffing
6,12,7,Brazil,web_login,High,Credential Stuffing
2,1,3,China,admin_panel,Low,Normal
11,16,4,United Kingdom,admin_panel,High,Credential Stuffing
17,12,18,United Kingdom,admin_panel,High,Brute Force
1,2,1,China,web_login,Low,Normal
15,9,23,Canada,web_login,High,Brute Force
18,11,11,United Kingdom,web_login,High,Brute Force
26,5,23,Germany,admin_panel,High,Brute Force
36,5,18,France,web_login,High,Brute Force
59,5,36,Canada,admin_panel,High,Bot Attack
2,1,2,United Kingdom,web_login,Low,Normal
49,5,36,Germany,web_login,High,Bot Attack
13,20,8,United Kingdom,admin_panel,High,Credential Stuffing
51,5,15,India,web_login,High,Bot Attack
2,1,0,United Kingdom,admin_panel,Low,Normal
54,7,16,United States,admin_panel,High,Bot Attack
3,0,1,United States,web_login,Low,Normal
7,10,4,Russia,web_login,High,Credential Stuffing
13,15,3,India,web_login,High,Credential Stuffing
38,9,11,China,web_login,High,Brute Force
1,1,3,India,admin_panel,Low,Normal
12,13,7,Australia,admin_panel,High,Credential Stuffing
52,6,33,France,web_login,High,Bot Attack
34,5,12,Russia,admin_panel,High,Brute Force
25,5,15,India,web_login,High,Brute Force
12,9,7,Canada,admin_panel,High,Credential Stuffing
14,11,8,India,admin_panel,High,Credential Stuffing
5,14,3,Brazil,web_login,High,Credential Stuffing
35,7,21,Canada,admin_panel,High,Brute Force
11,5,15,United States,web_login,High,Brute Force
3,0,3,United States,web_login,Low,Normal
11,6,12,China,web_login,High,Brute Force
1,2,2,India,web_login,Low,Normal
1,1,0,Brazil,admin_panel,Low,Normal
1,0,3,United States,web_login,Low,Normal
10,14,4,United States,web_login,High,Credential Stuffing
1,1,2,Russia,admin_panel,Low,Normal
2,0,3,Canada,web_login,Low,Normal
13,5,10,Australia,web_login,High,Brute Force
